tract,state_abbr,lon,lat,count_prop,days_above_100_today,days_above_100_30yrs,change_days_above_100,change_perc_above_100
003055201,nj,-73.97452,40.91859,1254,6,14,8,133.3
003055202,nj,-73.97224,40.92979,1327,6,14,8,133.3
003056100,nj,-74.11047,41.01235,1756,7,15,8,114.3
003056200,nj,-74.13406,41.01384,1969,7,14,7,100
003057101,nj,-74.10201,40.85696,592,8,16,8,100
003057102,nj,-74.10771,40.84898,1162,7,15,8,114.3
003057200,nj,-74.11462,40.85555,768,8,16,8,100
003058100,nj,-74.07084,40.99144,1518,7,15,8,114.3
003058200,nj,-74.05644,40.98542,2086,7,15,8,114.3
003059100,nj,-74.02089,40.9889,1610,7,15,8,114.3
003059200,nj,-74.04122,40.98678,2020,7,15,8,114.3
003060001,nj,-74.08225,40.84551,1322,7,15,8,114.3
003060002,nj,-74.09241,40.85558,2043,7,15,8,114.3
003061100,nj,-74.15997,41.0134,1706,6,13,7,116.7
003061200,nj,-74.17588,41.00593,1280,6,13,7,116.7
003061300,nj,-74.18016,40.98737,1144,6,13,7,116.7
003061400,nj,-74.1576,40.98708,1787,7,14,7,100
005700102,nj,-75.02207,39.99945,1134,15,26,11,73.3
005700103,nj,-75.03226,40.00996,1322,15,26,11,73.3
005700104,nj,-75.04262,40.00092,975,15,26,11,73.3
005700200,nj,-75.01491,40.01157,1114,15,27,12,80
005700303,nj,-74.99313,40.014,1203,15,27,12,80
005700304,nj,-75.01396,39.99315,960,15,26,11,73.3
005700305,nj,-74.99913,39.98329,1827,16,27,11,68.8
005700306,nj,-74.97928,39.99904,929,15,27,12,80
005700307,nj,-74.97057,39.99306,949,15,27,12,80
005700401,nj,-75.00156,39.9644,898,17,28,11,64.7
005700402,nj,-75.01207,39.95817,1396,17,28,11,64.7
005700403,nj,-75.00033,39.95165,1742,17,28,11,64.7
005700405,nj,-74.99342,39.94714,703,17,28,11,64.7
005700407,nj,-74.98178,39.9474,497,17,28,11,64.7
005700408,nj,-74.9755,39.93762,293,15,27,12,80
005700501,nj,-74.96355,39.95423,2235,17,28,11,64.7
005700502,nj,-74.98148,39.97306,1020,17,28,11,64.7
005700503,nj,-74.95358,39.97217,1527,17,28,11,64.7
005700504,nj,-74.9339,39.965,1593,17,28,11,64.7
005700505,nj,-74.92001,39.99141,2078,16,27,11,68.8
005700602,nj,-74.93282,40.01346,2566,15,27,12,80
005700603,nj,-74.96517,40.02569,1722,15,26,11,73.3
005700605,nj,-74.95829,40.00304,1445,15,27,12,80
005700701,nj,-74.96335,40.03346,1098,14,25,11,78.6
005700702,nj,-74.95318,40.03344,856,14,25,11,78.6
005700703,nj,-74.95188,40.03904,922,14,25,11,78.6
005700800,nj,-74.94569,40.04917,1822,15,25,10,66.7
005700900,nj,-74.92219,40.06519,1101,15,26,11,73.3
005701001,nj,-74.91638,40.04917,1455,15,26,11,73.3
005701002,nj,-74.90332,40.0626,1237,15,26,11,73.3
005701102,nj,-74.82407,40.05418,1981,14,25,11,78.6
005701103,nj,-74.8227,40.09234,2165,14,24,10,71.4
005701104,nj,-74.88151,40.0636,1997,15,25,10,66.7
005701105,nj,-74.8496,40.04449,2234,15,25,10,66.7
005701201,nj,-74.85186,40.0683,2355,14,25,11,78.6
005701203,nj,-74.84476,40.08579,858,14,24,10,71.4
005701204,nj,-74.85424,40.07795,1396,14,25,11,78.6
005701205,nj,-74.86715,40.07597,1313,14,25,11,78.6
005701301,nj,-74.80955,40.11923,1027,12,22,10,83.3
005701302,nj,-74.77821,40.11828,829,12,22,10,83.3
005701303,nj,-74.7859,40.09153,2210,13,23,10,76.9
005701401,nj,-74.71112,40.08708,2144,12,22,10,83.3
005701402,nj,-74.75295,40.06811,1079,14,25,11,78.6
005701502,nj,-74.69446,40.16753,1102,11,21,10,90.9
005701700,nj,-74.70835,40.14939,1478,12,21,9,75
005702101,nj,-74.58529,40.04932,6,12,21,9,75
005702203,nj,-74.6492,39.94141,1466,14,24,10,71.4
005702204,nj,-74.68434,39.98573,1000,14,24,10,71.4
005702206,nj,-74.52955,39.96512,5415,13,23,10,76.9
005702207,nj,-74.58941,39.9579,3909,13,23,10,76.9
005702208,nj,-74.54808,39.93286,3783,12,22,10,83.3
005702209,nj,-74.55332,39.98123,14208,12,22,10,83.3
005702210,nj,-74.58006,39.98133,8548,13,23,10,76.9
005702300,nj,-74.68584,39.9714,642,14,25,11,78.6
005702400,nj,-74.71106,40.03701,1702,14,24,10,71.4
005702500,nj,-74.75533,40.00097,1883,15,25,10,66.7
005702601,nj,-74.78249,40.00147,1724,15,26,11,73.3
005702603,nj,-74.7861,39.99392,1193,15,26,11,73.3
005702701,nj,-74.85069,40.01566,975,15,26,11,73.3
005702702,nj,-74.8084,40.01734,2269,15,26,11,73.3
005702801,nj,-74.8614,40.03386,796,15,25,10,66.7
005702802,nj,-74.87287,40.03581,1197,15,25,10,66.7
005702803,nj,-74.86897,40.02111,1421,15,26,11,73.3
005702804,nj,-74.87907,40.02014,1037,16,27,11,68.8
005702805,nj,-74.88908,40.02654,1347,15,26,11,73.3
005702806,nj,-74.88514,40.04087,1317,15,25,10,66.7
005702807,nj,-74.89417,40.04673,1027,15,26,11,73.3
005702808,nj,-74.90164,40.03267,1175,15,26,11,73.3
005702809,nj,-74.90994,40.03722,736,15,26,11,73.3
005702810,nj,-74.90711,40.02258,592,15,26,11,73.3
005702811,nj,-74.87898,40.00699,982,16,27,11,68.8
005702905,nj,-74.94061,39.92856,1375,15,26,11,73.3
005702906,nj,-74.95696,39.92993,1108,15,26,11,73.3
005702907,nj,-74.92067,39.92574,1316,15,27,12,80
005702908,nj,-74.90057,39.92866,2130,15,27,12,80
005702909,nj,-74.92732,39.94563,2766,16,27,11,68.8
005702910,nj,-74.89285,39.95028,2157,16,28,12,75
005702913,nj,-74.87391,39.9746,2132,16,28,12,75
005702914,nj,-74.87305,39.98704,1748,16,27,11,68.8
005702915,nj,-74.8756,39.96117,1676,16,28,12,75
005702917,nj,-74.86509,39.9664,881,16,28,12,75
005702918,nj,-74.86672,39.94589,977,16,28,12,75
005703000,nj,-74.83695,39.97673,3273,16,27,11,68.8
005703102,nj,-74.82285,39.94664,963,16,27,11,68.8
005703103,nj,-74.7748,39.96394,1353,16,27,11,68.8
005703104,nj,-74.79782,39.97309,2176,16,27,11,68.8
005703201,nj,-74.69134,39.91545,1781,14,25,11,78.6
005703202,nj,-74.76096,39.91376,1449,15,27,12,80
005703203,nj,-74.71201,39.9002,2700,14,25,11,78.6
005703600,nj,-74.65507,39.81923,3017,15,26,11,73.3
005703700,nj,-74.72722,39.77814,2622,16,27,11,68.8
005703801,nj,-74.79721,39.88078,2807,16,27,11,68.8
005703802,nj,-74.84155,39.90932,1689,16,27,11,68.8
005703803,nj,-74.83831,39.87724,2039,16,27,11,68.8
005703804,nj,-74.8368,39.82646,2971,15,27,12,80
005703900,nj,-74.80537,39.85818,5433,16,27,11,68.8
005704004,nj,-74.92828,39.90579,1177,15,26,11,73.3
005704005,nj,-74.94382,39.90436,1445,15,26,11,73.3
005704006,nj,-74.92829,39.88375,1113,14,25,11,78.6
005704007,nj,-74.91117,39.88756,1177,15,26,11,73.3
005704008,nj,-74.90412,39.87082,1657,15,26,11,73.3
005704009,nj,-74.87527,39.87673,3239,15,26,11,73.3
005704011,nj,-74.88875,39.81419,1487,14,25,11,78.6
005704012,nj,-74.88126,39.84619,2811,15,26,11,73.3
005704013,nj,-74.90549,39.90062,1819,15,26,11,73.3
005704015,nj,-74.87287,39.90688,814,16,27,11,68.8
005704016,nj,-74.89752,39.91084,1666,16,27,11,68.8
005704201,nj,-74.69345,40.13532,2031,12,21,9,75
005704202,nj,-74.73073,40.12966,460,12,22,10,83.3
005704302,nj,-74.64467,40.11442,2011,11,21,10,90.9
005704500,nj,-74.58788,40.07991,1613,11,21,10,90.9
005704600,nj,-74.78889,39.99084,2002,15,26,11,73.3
005704700,nj,-74.5165,39.73057,32924,13,23,10,76.9
005704801,nj,-74.5685,40.0042,383,12,21,9,75
005981802,nj,-74.67133,40.15999,13,11,21,10,90.9
005982111,nj,-74.58772,40.02485,2,13,22,9,69.2
005982200,nj,-74.62785,40.01535,22,12,22,10,83.3
007600200,nj,-75.10753,39.9366,1416,15,26,11,73.3
007600400,nj,-75.11809,39.93292,2244,15,26,11,73.3
007600700,nj,-75.12535,39.95616,767,15,27,12,80
007600800,nj,-75.11389,39.95166,1751,15,27,12,80
007600900,nj,-75.10145,39.95293,1193,15,26,11,73.3
007601000,nj,-75.08992,39.96079,2085,15,26,11,73.3
007601101,nj,-75.08683,39.94868,1215,15,26,11,73.3
007601102,nj,-75.07881,39.95338,1402,15,26,11,73.3
007601200,nj,-75.07787,39.94451,1763,15,26,11,73.3
007601300,nj,-75.09395,39.94195,1789,15,26,11,73.3
007601400,nj,-75.09427,39.93145,1811,14,26,12,85.7
007601500,nj,-75.09916,39.92433,2168,15,26,11,73.3
007601600,nj,-75.11085,39.92603,823,15,26,11,73.3
007601700,nj,-75.1098,39.91997,531,15,26,11,73.3
007601800,nj,-75.12364,39.91885,1167,15,26,11,73.3
007601900,nj,-75.10922,39.91284,972,15,26,11,73.3
007602000,nj,-75.10409,39.90527,2073,15,26,11,73.3
007602503,nj,-75.07621,39.93882,953,15,26,11,73.3
007602601,nj,-75.05913,39.93989,1078,15,26,11,73.3
007602602,nj,-75.0646,39.94291,929,15,26,11,73.3
007602901,nj,-75.02535,39.96729,2080,16,27,11,68.8
007602902,nj,-75.03882,39.96235,995,16,27,11,68.8
007603001,nj,-75.04971,39.95665,1384,15,27,12,80
007603002,nj,-75.06265,39.95653,1619,15,26,11,73.3
007603100,nj,-75.05034,39.95022,1422,15,27,12,80
007603201,nj,-75.03132,39.94385,1725,15,27,12,80
007603202,nj,-75.04494,39.92838,1710,15,26,11,73.3
007603301,nj,-75.02117,39.92698,1742,15,26,11,73.3
007603302,nj,-74.99709,39.93483,2356,15,27,12,80
007603303,nj,-75.0082,39.92377,696,15,26,11,73.3
007603400,nj,-74.98813,39.91881,2776,15,26,11,73.3
007603501,nj,-74.97195,39.90104,2429,15,25,10,66.7
007603503,nj,-74.98416,39.87784,1722,14,25,11,78.6
007603504,nj,-74.99228,39.8707,1355,14,25,11,78.6
007603505,nj,-75.00516,39.86728,1366,14,25,11,78.6
007603506,nj,-74.94916,39.88854,2190,14,25,11,78.6
007603507,nj,-74.95682,39.87444,2562,14,25,11,78.6
007603601,nj,-75.01406,39.88719,1677,14,25,11,78.6
007603602,nj,-75.00282,39.89835,965,14,25,11,78.6
007603603,nj,-74.99573,39.90698,951,15,26,11,73.3
007603700,nj,-75.02015,39.90948,1252,15,26,11,73.3
007603800,nj,-75.051,39.91683,2015,15,26,11,73.3
007603901,nj,-75.0539,39.90344,1755,14,26,12,85.7
007603902,nj,-75.06451,39.90167,854,14,25,11,78.6
007604100,nj,-75.09562,39.91665,990,14,26,12,85.7
007604200,nj,-75.07734,39.92205,1156,14,26,12,85.7
007604300,nj,-75.06505,39.9178,1650,14,26,12,85.7
007604400,nj,-75.07477,39.91337,1293,14,26,12,85.7
007604600,nj,-75.07822,39.9047,772,14,25,11,78.6
007604700,nj,-75.08415,39.90011,833,14,25,11,78.6
007605100,nj,-75.10926,39.89353,1063,14,25,11,78.6
007605200,nj,-75.10728,39.88541,894,14,25,11,78.6
007605300,nj,-75.12075,39.87881,974,14,25,11,78.6
007605400,nj,-75.09455,39.87855,1321,14,25,11,78.6
007605602,nj,-75.07244,39.88619,998,14,25,11,78.6
007605700,nj,-75.06379,39.89333,1408,14,25,11,78.6
007605800,nj,-75.07473,39.87776,1295,14,25,11,78.6
007605900,nj,-75.06328,39.87717,1007,14,25,11,78.6
007606000,nj,-75.05296,39.88307,796,14,25,11,78.6
007606100,nj,-75.04419,39.8967,805,14,25,11,78.6
007606200,nj,-75.03374,39.90676,1762,15,26,11,73.3
007606300,nj,-75.02705,39.89187,998,14,25,11,78.6
007606400,nj,-75.03419,39.88343,1113,14,25,11,78.6
007606500,nj,-75.0289,39.86731,1451,14,25,11,78.6
007606600,nj,-75.04527,39.87316,915,14,25,11,78.6
007606700,nj,-75.05687,39.86511,1598,14,25,11,78.6
007606800,nj,-75.07341,39.8663,1499,14,25,11,78.6
007607000,nj,-75.11027,39.86844,1350,14,25,11,78.6
